2019-12-16T20:27:48.725;exceptionGenerator.exceptions.MyException1DATA I CZAS WYSTĄPIENIA WYJĄTKU: 2019-12-16T20:27:48.725
2019-12-16T20:27:52.633;exceptionGenerator.exceptions.MyException1DATA I CZAS WYSTĄPIENIA WYJĄTKU: 2019-12-16T20:27:52.633
2019-12-16T20:27:56.213;exceptionGenerator.exceptions.MyException3DATA I CZAS WYSTĄPIENIA WYJĄTKU: 2019-12-16T20:27:56.213
2019-12-16T20:27:59.607;exceptionGenerator.exceptions.MyException2DATA I CZAS WYSTĄPIENIA WYJĄTKU: 2019-12-16T20:27:59.607
